51.901,51.972,51.653,51.135,51.097,51.746,52.217,52.340,52.316,51.954,52.299,52.376
72.296,72.336,72.152,71.834,71.810,72.208,72.475,72.549,72.533,72.323,72.524,72.571
76.299,76.322,76.230,76.086,76.076,76.255,76.382,76.442,76.435,76.317,76.429,76.450
31.904,31.961,31.704,31.262,31.230,31.780,32.163,32.257,32.238,31.947,32.225,32.287
221.207,221.686,219.534,215.776,215.505,220.174,223.351,224.110,223.959,221.565,223.847,224.363
2.971,2.969,2.978,3.018,3.021,2.975,2.959,2.960,2.960,2.969,2.960,2.959
124.406,124.742,123.230,120.614,120.423,123.675,125.895,126.429,126.323,124.657,126.245,126.606
130.771,130.827,130.573,130.124,130.090,130.649,131.010,131.097,131.080,130.813,131.068,131.125
108.910,108.986,108.663,108.076,108.034,108.741,109.240,109.362,109.338,108.966,109.320,109.398
31.421,31.437,31.361,31.244,31.242,31.384,31.491,31.517,31.512,31.434,31.510,31.526
73.244,73.359,72.841,71.970,71.907,72.991,73.767,73.958,73.921,73.329,73.893,74.022
72.830,72.862,72.698,72.424,72.403,72.747,72.982,73.045,73.033,72.853,73.025,73.064
18.080,18.084,18.047,18.004,18.001,18.058,18.110,18.130,18.127,18.082,18.125,18.135
76.370,76.401,76.271,76.052,76.034,76.308,76.489,76.540,76.531,76.393,76.520,76.554
77.642,77.667,77.561,77.382,77.365,77.592,77.743,77.786,77.778,77.662,77.772,77.795
62.371,62.414,62.210,61.882,61.856,62.270,62.565,62.639,62.627,62.402,62.612,62.666
164.292,164.461,163.683,162.253,162.130,163.910,165.033,165.287,165.241,164.420,165.202,165.374
31.868,31.901,31.753,31.508,31.483,31.792,32.017,32.074,32.064,31.894,32.055,32.091
38.960,39.034,38.707,38.169,38.117,38.797,39.296,39.420,39.399,39.017,39.379,39.463
20.627,20.674,20.462,20.118,20.092,20.524,20.828,20.905,20.890,20.662,20.879,20.929
179.525,179.747,178.722,176.948,176.813,179.025,180.500,180.847,180.778,179.691,180.727,180.962
10.740,10.746,10.719,10.692,10.690,10.727,10.763,10.775,10.773,10.744,10.771,10.778
65.450,65.494,65.303,64.982,64.947,65.351,65.639,65.711,65.696,65.483,65.686,65.734
18.675,18.682,18.652,18.617,18.613,18.656,18.704,18.722,18.716,18.680,18.715,18.723
126.383,126.449,126.147,125.607,125.565,126.238,126.667,126.769,126.749,126.433,126.734,126.802
68.157,68.251,67.824,67.095,67.041,67.951,68.573,68.724,68.693,68.227,68.671,68.769
16.015,16.019,15.992,15.973,15.971,16.000,16.038,16.050,16.048,16.018,16.046,16.056
22.334,22.375,22.183,21.866,21.843,22.240,22.521,22.584,22.572,22.364,22.562,22.605
179.368,179.567,178.613,176.954,176.829,178.896,180.291,180.615,180.550,179.514,180.502,180.736
69.697,69.731,69.593,69.392,69.377,69.634,69.841,69.899,69.885,69.725,69.876,69.917
128.250,128.280,128.144,127.895,127.875,128.188,128.389,128.437,128.428,128.273,128.422,128.453
200.057,200.115,199.847,199.361,199.322,199.928,200.305,200.394,200.377,200.100,200.364,200.423
-4.395,-4.400,-4.374,-4.300,-4.295,-4.382,-4.422,-4.427,-4.426,-4.399,-4.425,-4.429
55.803,55.849,55.642,55.311,55.287,55.703,56.006,56.077,56.063,55.838,56.052,56.102
29.946,29.961,29.892,29.782,29.773,29.912,30.007,30.032,30.027,29.957,30.024,30.040
38.785,38.802,38.722,38.592,38.582,38.746,38.857,38.886,38.881,38.798,38.877,38.895
17.796,17.804,17.769,17.724,17.721,17.779,17.826,17.841,17.838,17.802,17.836,17.844
65.461,65.549,65.156,64.487,64.441,65.273,65.851,65.995,65.967,65.527,65.946,66.042
29.968,29.983,29.915,29.811,29.802,29.936,30.029,30.053,30.048,29.980,30.046,30.060
17.811,17.819,17.783,17.742,17.738,17.794,17.843,17.856,17.853,17.817,17.853,17.860
40.130,40.149,40.065,39.933,39.922,40.090,40.206,40.234,40.228,40.144,40.226,40.243
22.740,22.754,22.691,22.594,22.586,22.710,22.797,22.821,22.816,22.751,22.813,22.828
19.007,19.015,18.978,18.934,18.930,18.989,19.038,19.053,19.051,19.013,19.049,19.057
140.058,140.182,141.621,140.596,140.520,139.785,140.602,140.796,140.758,140.151,140.730,140.860
119.552,119.557,116.490,116.506,116.505,119.538,119.567,119.573,119.572,119.556,119.572,119.575
17.264,17.279,23.436,23.346,23.339,17.230,17.329,17.356,17.351,17.275,17.347,17.365
153.416,153.452,153.267,152.933,152.905,153.319,153.562,153.612,153.603,153.443,153.596,153.628
125.814,125.917,125.441,124.674,124.618,125.577,126.272,126.442,126.408,125.891,126.383,126.498
138.733,138.872,138.228,137.191,137.116,138.411,139.354,139.583,139.537,138.837,139.504,139.659
118.297,118.403,117.923,117.108,117.047,118.065,118.765,118.936,118.902,118.376,118.877,118.992
108.537,108.493,108.682,108.973,108.988,108.629,108.323,108.244,108.260,108.504,108.272,108.215
52.504,52.530,52.397,52.170,52.152,52.433,52.628,52.676,52.667,52.522,52.660,52.692
27.217,27.236,27.155,27.033,27.023,27.178,27.287,27.317,27.311,27.231,27.307,27.326
143.292,143.308,143.234,143.121,143.111,143.256,143.358,143.386,143.381,143.304,143.377,143.394
143.573,143.670,143.214,142.404,142.344,143.358,143.992,144.145,144.115,143.646,144.093,144.194
131.385,131.434,131.206,130.822,130.792,131.277,131.594,131.673,131.658,131.422,131.647,131.697
130.445,130.495,130.270,129.883,129.852,130.335,130.660,130.738,130.723,130.483,130.712,130.763
127.371,127.409,127.238,126.942,126.918,127.286,127.534,127.593,127.582,127.400,127.574,127.612
24.400,24.409,24.360,24.294,24.289,24.381,24.430,24.447,24.444,24.407,24.442,24.451
52.193,52.207,52.088,51.844,51.823,52.128,52.310,52.356,52.347,52.200,52.342,52.371
16.647,16.658,16.604,16.528,16.520,16.620,16.700,16.723,16.719,16.655,16.716,16.730
